"","GSM1368273","GSM1368274","GSM1368275","GSM1368276","GSM1368277","GSM1368278","GSM1368279","GSM1368280","GSM1368281","GSM1368282","GSM1368283","GSM1368284","GSM1368285","GSM1368286","GSM1368287","GSM1368288","GSM1368289","GSM1368290"
"SPAC1851.04c",561,295,482,638,297,337,575,354,501,250,639,453,471,317,332,491,559,414
"SPAC27D7.02c",423,212,402,249,125,133,331,143,244,121,430,293,305,251,208,323,265,263
"SPNCRNA.993",14,7,9,0,0,6,0,1,0,2,2,4,7,3,1,4,7,2
"SPNCRNA.994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC27D7.06",2100,793,1375,2233,921,714,1764,848,1038,673,2220,1235,1430,996,867,1300,1452,728
"SPNCRNA.995",34,28,26,2,18,4,51,65,70,10,26,40,26,19,42,18,37,25
"SPNCRNA.248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.996",24,8,13,45,23,14,29,32,19,3,18,14,11,12,4,13,10,20
"SPAC637.03",51,30,52,586,406,460,2367,1891,2059,162,814,343,192,85,226,150,378,134
"SPAC637.04",742,381,624,564,328,272,677,450,529,269,1014,557,607,382,421,541,675,458
"SPAC637.05c",2022,1097,1744,1815,1076,576,1497,1099,1191,669,2089,1357,1689,1046,1140,1439,1849,1241
"SPAC637.06",3100,1099,1746,4352,1562,1161,4054,1602,1987,1372,2986,1476,2745,1587,1092,2870,2490,1080
"SPAC637.09",1562,690,1214,1787,763,537,770,386,504,502,1432,961,1110,808,598,1011,1116,640
"SPNCRNA.999",4,0,8,3,6,3,7,1,4,6,12,6,3,2,2,5,5,4
"SPAC637.11",333,181,308,131,89,131,237,91,213,107,295,248,200,185,170,222,271,204
"SPAC637.12c",741,304,521,361,199,163,527,189,294,187,691,437,526,385,304,487,433,306
"SPNCRNA.1000",2,1,5,12,15,25,17,16,9,2,4,6,10,6,10,9,0,10
"SPAC637.13c",245,164,259,419,208,170,441,543,615,185,414,263,347,293,286,363,404,379
"SPNCRNA.249",25,2,13,20,10,19,20,1,4,2,19,11,41,13,12,31,24,14
"SPAC31F12.01",626,406,654,455,244,265,506,317,480,325,824,558,501,443,451,552,647,512
"SPAC12B10.02c",770,318,512,537,312,190,786,290,415,238,817,422,536,382,296,533,495,321
"SPAC12B10.03",355,143,310,51,91,54,411,184,230,126,423,205,265,211,205,231,331,191
"SPNCRNA.1001",33,10,24,36,6,5,36,7,12,17,53,28,42,41,18,39,46,28
"SPAC12B10.04",751,256,484,752,433,116,501,143,220,199,627,414,537,352,283,529,447,279
"SPAC12B10.07",1154,529,894,1095,578,570,1119,551,674,405,1605,954,919,597,508,863,866,549
"SPAC12B10.08c",129,45,72,69,50,12,94,38,49,54,144,87,77,78,49,107,70,67
"SPAC12B10.09",477,174,318,374,211,121,261,145,181,146,476,309,390,210,215,269,337,195
"SPAC12B10.10",123,90,132,65,50,20,115,45,134,49,206,141,149,74,69,105,80,96
"SPNCRNA.1003",26,14,7,2,5,8,5,6,18,9,30,22,7,4,1,14,7,5
"SPAC12B10.15c",55,25,34,52,17,51,66,23,35,21,64,45,39,57,29,53,49,46
"SPNCRNA.1004",99,27,90,68,16,42,29,28,34,9,34,20,33,41,14,55,32,15
"SPAC1093.07",45,21,41,91,18,11,45,9,8,11,23,25,13,12,11,32,27,20
"SPAC1093.01",2336,1078,1628,1537,890,603,2569,1438,1712,760,2604,1443,1627,1402,993,1775,1762,1433
"SPAC1093.02",1175,538,931,1006,538,374,973,376,613,456,1870,911,714,545,471,821,765,496
"SPAC1093.03",570,261,479,285,200,165,406,162,242,204,641,385,380,292,253,392,494,311
"SPAC1093.04c",830,331,529,615,291,229,476,221,331,262,850,492,677,458,347,551,507,334
"SPAC1093.06c",1525,655,1164,781,383,229,833,417,576,377,1171,867,977,729,701,990,1101,858
"SPNCRNA.1006",4,0,3,25,2,0,7,4,1,7,29,10,8,1,2,2,0,5
"SPAC30C2.02",696,440,722,507,323,223,230,137,125,144,273,223,518,415,396,503,535,570
"SPAC30C2.04",4656,2298,3443,4532,2338,1939,3506,1872,2539,1203,3556,2340,2946,2090,2016,2638,3172,2139
"SPAC30C2.05",384,144,287,358,170,162,347,139,218,101,400,272,238,180,116,326,299,164
"SPAC30C2.07",1193,562,868,727,465,204,643,460,533,328,1184,678,792,509,489,720,870,605
"SPNCRNA.1008",68,27,29,141,28,3,60,20,34,8,31,29,22,34,14,45,59,20
"SPAC1635.01",2303,1386,2017,2180,1436,1220,2641,1907,1826,1030,3687,2516,1657,1084,1324,1377,2244,1233
"SPNCRNA.1009",11,0,4,0,2,0,12,5,8,1,17,8,1,2,2,10,9,2
"SPAC144.02",400,216,413,379,162,107,437,167,273,184,578,343,372,239,214,349,412,216
"SPAC144.03",7103,2945,4542,6319,3191,2615,6269,2848,3396,1827,7023,4137,4385,2757,2690,3793,4745,2451
"SPAC144.04c",4055,1831,2864,4233,2165,1623,4697,2199,2865,1413,5316,3118,3218,2033,1958,2723,3396,2072
"SPAC144.05",504,264,501,368,203,75,563,296,430,229,601,416,446,288,302,357,441,311
"SPAC144.10c",775,290,513,470,388,398,820,428,534,314,1415,855,553,386,432,504,567,327
"SPNCRNA.1013",12,5,6,9,5,25,10,7,11,5,7,7,12,2,11,14,17,11
"SPNCRNA.1014",23,9,22,0,9,0,15,11,10,7,36,23,8,7,6,5,16,4
"SPAC144.12",3061,1421,2213,2449,1204,1057,1185,742,957,647,1798,1463,1800,1391,1421,1759,1876,1563
"SPAC144.13c",299,110,202,163,71,34,157,137,177,71,314,184,246,175,121,187,231,142
"SPAC144.16",255,99,173,243,109,40,271,104,180,98,313,181,163,167,182,179,188,133
"SPNCRNA.1016",74,30,42,50,25,29,28,10,21,26,77,30,71,35,23,31,47,15
"SPNCRNA.1017",7,3,4,0,5,0,9,0,0,0,7,2,2,0,0,3,3,0
"SPAC1834.03c",6132,2695,4256,2917,1846,1783,4055,1860,2527,553,3023,1560,4252,2883,2801,3962,4668,2347
"SPAC1834.04",6588,2521,4090,4311,2407,2122,4357,1886,2942,585,2825,1327,4538,2818,2470,3426,4356,2325
"SPAC1834.05",1702,776,1279,1208,671,419,951,516,593,449,1787,1151,1242,909,815,1114,1347,766
"SPAC1834.08",1626,724,1250,1347,594,529,2090,993,1534,544,1782,1175,1357,969,919,1263,1429,1043
"SPATRNATHR.05",432,109,161,726,350,298,601,131,306,193,707,582,618,363,333,568,372,342
"SPAC1834.10c",330,173,223,81,95,45,201,77,104,110,407,243,232,196,184,249,290,154
"SPAC1834.13",10,1,1,8,2,0,2,3,0,0,1,2,1,0,0,2,0,0
"SPAC17D4.01",3771,1877,2848,2792,1349,936,1832,1241,1393,393,1516,1027,2251,1735,1618,2057,2653,1793
"SPAC17D4.02",592,233,434,358,229,182,260,152,147,187,454,325,371,223,261,340,397,266
"SPAC17D4.04",1240,545,893,768,494,373,613,366,446,303,955,657,820,572,542,708,884,608
"SPAC458.02c",3568,1826,2956,3451,1711,1539,2691,1588,2056,1026,3271,2201,2420,1980,1635,2234,2279,1863
"SPNCRNA.1019",32,21,23,1,16,4,42,25,27,16,30,23,13,15,5,23,23,20
"SPAC458.03",566,232,465,300,220,235,895,334,542,191,616,395,384,325,294,381,440,303
"SPNCRNA.1020",12,9,14,9,8,0,3,0,2,10,28,14,5,9,1,4,0,7
"SPAC458.07",313,166,230,89,110,80,334,143,207,109,474,234,263,175,132,178,218,156
"SPAPYUG7.02c",413,255,387,180,161,134,403,283,271,165,507,295,325,263,281,319,448,358
"SPNCRNA.1022",17,4,7,29,8,32,2,4,4,1,16,14,10,3,12,12,19,12
"SPAC1782.01",1599,803,1399,1130,764,409,1355,791,913,615,2186,1398,1409,968,984,1286,1584,1018
"SPAC1782.03",119,50,80,33,50,24,126,45,112,31,87,64,64,51,43,61,73,61
"SPAC1782.06c",1497,642,991,1519,744,734,1818,793,936,585,2166,1206,1167,778,731,1019,1215,729
"SPNCRNA.1023",51,44,44,75,41,17,40,38,23,7,38,30,33,30,18,29,64,18
"SPAC1782.09c",271,144,283,173,89,112,118,101,155,79,290,219,219,168,158,235,268,158
"SPAC1782.10c",3259,1174,2321,3739,1688,1506,1931,999,1152,971,2925,1857,2373,1927,1299,2381,2457,1541
"SPAC1782.11",2772,1180,1867,2449,1169,1278,1983,1144,1170,563,1616,1029,1407,1233,1008,1779,1676,1270
"SPAC11H11.02c",362,124,219,421,97,83,183,85,91,111,412,279,235,160,146,244,264,113
"SPAC11H11.01",48,31,52,26,83,29,78,59,104,27,76,48,56,48,47,41,56,57
"SPAC11H11.03c",233,62,123,234,90,71,152,34,91,78,303,198,198,158,96,176,177,104
"SPAC11H11.04",50,13,32,48,18,6,44,9,11,12,55,35,37,20,11,25,42,13
"SPAC11H11.06",3690,1492,2381,4515,1953,1603,4998,2150,2857,1601,6014,3468,2776,1802,1647,2215,2917,1632
"SPAC22F8.03c",2,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0
"SPAC22F8.07c",203,115,214,278,98,59,161,99,144,82,208,148,169,158,124,239,273,174
"SPAC22F8.08",2684,1429,2404,2662,1440,927,2108,1326,1563,1034,3117,2082,2126,1522,1696,2098,2393,1758
"SPAC22F8.11",1053,470,746,748,359,162,1028,374,630,380,1491,977,801,441,472,666,761,489
"SPAC22F8.12c",282,120,237,219,101,65,166,79,141,77,235,165,160,153,154,221,198,163
"SPAC20G4.02c",251,86,173,137,105,38,434,234,246,95,298,184,167,115,110,195,183,134
"SPAC20G4.03c",281,116,240,508,230,196,1149,359,470,316,1003,672,405,200,219,220,337,142
"SPAC20G4.04c",307,96,201,148,115,82,296,100,165,84,386,195,210,136,118,234,171,100
"SPNCRNA.1027",113,45,93,93,29,22,40,25,43,39,110,74,85,46,49,74,111,38
"SPAC20G4.09",8,9,12,20,5,8,8,5,3,6,12,14,15,6,4,19,24,4
"SPAC20G4.07c",929,495,810,715,421,295,652,431,510,345,1118,786,675,428,505,599,790,534
"SPAC4F10.03c",398,143,249,192,112,32,227,114,161,113,396,234,260,180,181,268,363,205
"SPAC4F10.04",504,234,377,638,240,221,476,203,239,155,527,298,373,234,196,324,327,159
"SPNCRNA.1028",54,6,28,50,10,1,38,8,13,26,39,27,31,33,16,50,32,10
"SPAC4F10.08",44,21,25,12,13,9,103,51,70,14,48,18,43,39,29,38,35,27
"SPAC4F10.12",373,122,199,271,127,64,286,106,185,137,511,281,268,178,154,330,345,133
"SPAC4F10.13c",2408,1185,1926,1140,667,301,2121,1031,1428,783,3260,1939,1833,1278,1200,1793,1966,1312
"SPNCRNA.1030",6,10,13,1,8,3,13,6,1,5,15,8,0,10,1,6,8,2
"SPAC4F10.15c",86,87,142,75,47,39,60,63,78,46,135,136,103,101,73,117,140,176
"SPAC4F10.16c",746,427,608,372,234,221,321,303,330,285,654,552,667,559,509,680,909,688
"SPAC4F10.18",849,378,576,413,291,178,605,324,429,278,1059,660,618,447,391,570,594,384
"SPAC4F10.19c",108,39,86,101,37,35,63,31,63,39,113,82,88,61,44,73,44,65
"SPAC19B12.01",2777,974,1770,2212,1046,1009,609,330,339,545,1712,1134,1765,1321,1002,1569,1543,1058
"SPNCRNA.255",4,0,3,0,0,0,1,7,0,0,3,0,4,0,2,4,2,1
"SPAC19B12.03",3778,2249,3541,2810,1522,1501,2211,1397,1843,1745,4652,3645,3210,2146,2720,2900,3648,2906
"SPNCRNA.1034",44,8,25,31,16,8,33,11,9,10,21,8,30,41,20,43,12,33
"SPAC19B12.04",6564,2454,4487,6450,3380,2324,4507,2573,2946,1597,5630,3024,4926,3680,2875,4929,4467,3348
"SPAC19B12.07c",307,118,201,167,94,50,264,88,146,106,466,255,195,154,124,189,262,102
"SPAC19B12.10",93,46,61,85,54,52,139,112,138,51,121,86,87,66,49,105,91,77
"SPAC19B12.12c",66,28,53,71,19,29,53,8,29,11,60,44,48,25,34,47,47,40
"SPAC19B12.13",79,42,53,38,27,34,45,33,42,25,62,53,49,31,59,36,57,36
"SPNCRNA.1035",13,4,17,17,20,9,45,21,4,4,7,8,5,10,7,4,6,6
"SPAPB8E5.04c",308,181,351,265,149,121,429,233,359,177,589,380,384,226,279,282,460,284
"SPAPB8E5.06c",5784,3265,4877,6480,3737,2745,3746,2909,3156,1577,4297,3175,4049,3273,3429,4403,4964,3643
"SPAC1B3.01c",1558,631,1114,1185,685,726,1121,538,706,526,1812,1008,1362,981,723,1374,1277,731
"SPAC1B3.02c",1365,495,898,1271,607,528,1214,502,634,378,1158,770,1121,684,538,885,1021,564
"SPNCRNA.1036",6,4,1,0,3,0,30,8,10,5,5,2,16,10,7,4,2,3
"SPAC1B3.03c",5628,2832,4692,5205,2532,2364,3893,1783,2743,2354,6719,4180,1581,1602,1065,2805,1627,1720
"SPNCRNA.564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.1037",10,4,8,0,5,26,4,2,3,12,8,3,12,5,1,6,4,3
"SPNCRNA.1038",7215,2881,5113,5872,4735,3281,6312,3433,2930,2037,8158,4780,5429,3721,3133,4898,5417,3128
"SPAC1B3.07c",292,97,215,114,63,74,161,77,68,68,312,176,180,139,93,203,256,114
"SPAC1B3.08",799,346,583,1019,462,447,1335,671,790,283,1218,604,636,479,446,603,764,455
"SPAC1B3.10c",425,182,329,358,215,109,346,194,242,130,404,319,276,252,191,254,328,194
"SPAC1B3.11c",148,47,82,103,49,24,164,78,118,57,152,77,105,73,52,78,93,41
"SPAC1B3.20",211,105,119,271,115,106,409,183,194,126,405,201,221,122,113,166,207,107
"SPAC1B3.13",2745,1205,1986,2164,1255,890,822,559,657,660,1914,1471,1707,1280,1211,1555,1942,1332
"SPAC1B3.15c",97,52,90,91,78,36,76,84,56,37,130,86,83,90,61,87,116,110
"SPAC1B3.16c",5356,2525,3364,3672,2165,1439,2253,1661,1519,583,1685,1238,1333,1630,950,2511,1403,1849
"SPNCRNA.1039",5,0,4,1,0,0,0,0,0,0,2,4,0,3,1,2,1,2
"SPNCRNA.256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC1952.01",407,190,313,170,142,50,223,90,186,121,428,338,330,163,203,224,315,166
"SPAC1952.05",830,308,592,195,177,264,480,153,260,215,777,541,605,449,281,516,547,333
"SPAC1952.06c",787,318,546,601,247,218,405,213,264,238,789,509,490,356,328,503,498,344
"SPAC1952.08c",290,136,236,227,128,98,157,191,245,90,324,242,224,132,165,216,280,205
"SPAC1952.11c",830,535,790,645,366,361,475,348,536,389,1133,690,656,437,479,581,737,509
"SPAC1952.13",472,224,343,541,266,215,739,420,448,132,454,283,292,220,185,331,304,270
"SPAC1952.14c",355,168,266,279,172,35,255,109,140,113,358,238,254,149,168,265,266,159
"SPAC1952.15c",53,10,38,42,22,42,55,23,68,26,74,37,29,31,29,29,31,10
"SPAC890.02c",122,103,134,35,47,8,112,104,155,45,168,133,108,126,95,115,85,107
"SPAC890.05",479,221,339,317,192,190,55,76,72,101,305,255,278,249,242,263,247,246
"SPAC890.07c",2301,1132,1819,2494,1225,936,1393,708,902,553,1708,1174,1651,1330,1172,1547,1774,1149
"SPAC890.08",19122,8417,12689,23256,11446,7512,15156,7547,7756,5179,17451,9545,13149,10913,7672,15681,12679,7989
"SPNCRNA.258",2,3,4,10,5,0,12,9,0,3,9,0,9,2,3,3,7,2
"SPAC22E12.01",149,99,142,52,37,24,54,63,68,46,151,128,119,70,102,98,111,106
"SPAC22E12.02",366,161,291,278,144,136,120,77,113,63,260,208,145,121,158,176,169,152
"SPAC22E12.03c",260,189,321,586,280,257,1114,571,891,263,890,516,441,263,336,414,553,286
"SPAC22E12.05c",1500,584,989,1261,774,522,1750,676,846,488,1799,924,999,687,567,970,1114,561
"SPAC22E12.06c",767,282,535,292,153,225,620,327,476,209,808,498,544,362,416,460,547,359
"SPAC22E12.07",1812,776,1187,1713,861,870,1440,816,1072,558,1703,1044,1206,880,758,1242,1243,863
"SPAC22E12.08",201,87,165,299,81,74,101,60,77,60,238,127,166,121,98,159,166,96
"SPAC22E12.11c",542,360,650,460,258,182,551,389,447,193,582,407,509,434,426,438,582,509
"SPAC22E12.14c",2072,779,1370,807,615,516,1092,500,683,533,1588,970,1406,986,795,1216,1339,870
"SPNCRNA.91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.1044",116,60,95,20,34,7,47,38,62,47,143,73,101,37,59,77,145,45
"SPAC1006.05c",741,330,525,598,315,196,628,416,481,265,915,539,583,345,301,429,480,335
"SPAC1006.06",870,529,931,526,369,252,594,480,561,323,952,681,717,544,612,689,890,621
"SPAC1006.07",42046,18591,30331,38006,21207,18221,29478,15045,17233,9932,33694,22704,27759,19781,18575,25670,29726,17703
"SPAC1006.08",293,160,232,150,139,150,175,116,99,96,382,214,253,180,181,254,261,179
"SPAC1006.09",1343,649,1072,870,382,280,822,563,724,495,1406,961,1102,722,739,945,1027,859
"SPAC1250.05",496,337,477,751,248,236,469,296,331,201,514,379,466,344,384,561,550,466
"SPAC1250.04c",128,45,85,39,29,49,28,17,21,29,73,59,106,67,36,87,90,56
"SPAC1250.03",80,23,75,34,22,36,27,37,27,11,35,40,41,24,36,37,69,42
"SPAC1250.02",9,3,5,6,8,9,21,5,3,3,6,7,6,2,1,5,32,2
"SPNCRNA.1046",0,3,0,0,0,0,1,0,3,3,13,5,1,0,0,1,0,2
"SPAC29A4.20",869,503,719,793,529,365,503,388,351,313,722,656,705,568,543,727,804,625
"SPAC29A4.19c",605,278,480,302,164,136,428,141,223,201,640,476,412,315,281,392,487,355
"SPAC29A4.17c",6,7,16,0,9,30,33,50,48,6,49,23,28,16,18,16,32,13
"SPAC29A4.16",2885,1811,2421,2381,1379,931,2038,1309,1568,1172,3465,2525,2344,1671,1704,2181,2565,1929
"SPAC29A4.15",2304,1341,2082,2017,1069,1102,1720,1329,1700,542,1784,1246,1432,1116,1235,1395,1607,1405
"SPNCRNA.1047",13,3,0,35,7,1,12,1,5,6,9,8,3,1,4,4,6,1
"SPAC29A4.12c",3,8,5,10,7,0,4,12,21,8,11,11,13,13,17,11,29,10
"SPAC29A4.09",622,282,431,521,282,181,656,320,382,219,681,439,485,332,286,464,401,292
"SPAC29A4.08c",1910,802,1431,1815,943,722,1175,643,666,603,1999,1210,1255,943,802,1144,1320,896
"SPAC29A4.07",295,129,184,122,68,67,159,76,113,99,320,226,212,133,131,172,236,148
"SPAC29A4.06c",96,51,55,65,22,13,196,64,96,48,119,79,64,46,51,66,73,45
"SPAC29A4.04c",4508,2763,4140,4427,2359,2379,2769,2501,2402,1087,2632,2203,2786,2473,2632,2831,3593,2860
"SPAC29A4.02c",5964,4541,7021,7733,4572,3774,4945,4404,5149,2098,4715,3708,4749,4475,4632,5566,6744,5781
"SPSNORNA.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC26F1.14c",93,75,116,82,108,87,441,476,597,160,467,370,249,113,260,146,242,153
"SPSNORNA.16",9805,2838,4491,10107,3945,3864,11059,4250,4598,2693,7132,4810,5805,3647,3295,5760,4631,3001
"SPAC26F1.13c",7197,3922,6564,6232,3834,3472,4541,3764,3799,1998,5346,3716,4776,3661,3785,4750,5136,4308
"SPAC26F1.11",4,6,6,50,17,11,56,26,45,10,32,20,29,11,22,15,18,12
"SPAC26F1.07",2292,1313,2222,9156,4520,4307,18339,9610,12572,3952,17371,8747,5383,2905,3728,4156,6421,2962
"SPAC26F1.05",86,36,62,120,46,24,28,27,27,29,71,40,36,16,16,38,31,21
"SPNCRNA.1056",35,28,26,14,19,0,49,12,9,17,21,13,22,22,5,28,26,25
"SPAC26F1.04c",380,190,344,1062,638,635,3316,1819,2133,393,1850,891,441,276,322,399,550,267
"SPAC26F1.03",8073,3545,5680,7240,4067,2995,5536,3064,3250,1917,6391,3858,5013,3397,3059,4426,5215,3041
"SPAC26F1.01",195,187,204,80,67,46,270,184,251,68,297,139,133,143,154,157,213,149
"SPAC13D1.01c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC19D5.09c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.1059",20,9,15,1,15,1,22,15,27,12,23,18,15,12,2,19,5,10
"SPAC19D5.01",75,52,75,2220,1278,1182,2801,2478,2088,58,143,108,95,68,95,88,98,75
"SPAC19D5.02c",566,194,416,259,182,125,288,183,229,143,675,386,429,298,269,397,394,215
"SPAC19D5.04",5499,2965,4738,5316,2647,2275,5156,3254,4164,2215,6900,4487,4550,3384,3571,4245,5176,3947
"SPAC19D5.05c",190,89,152,156,71,66,89,48,52,28,141,122,116,102,95,101,120,118
"SPAC19D5.11c",22,11,18,0,10,23,2,1,16,4,13,18,18,4,14,19,17,13
"SPNCRNA.1060",61,23,48,13,19,0,24,9,13,11,42,14,41,9,14,34,32,31
"SPAC14C4.01c",427,238,327,388,175,158,187,124,261,119,415,321,243,180,127,251,201,150
"SPAC19D5.07",44,45,41,30,19,34,38,18,35,21,65,46,32,35,39,34,61,42
"SPNCRNA.1062",6,0,3,0,1,0,0,1,9,0,4,3,7,1,1,3,0,10
"SPAC14C4.03",20,5,10,0,0,0,15,3,3,3,16,9,12,5,12,6,6,7
"SPAC14C4.04",612,264,535,359,222,188,546,271,417,199,794,561,517,256,329,422,496,304
"SPAC14C4.05c",623,296,487,616,280,248,517,355,393,191,599,390,432,301,263,416,500,312
"SPAC14C4.07",693,325,483,418,237,228,1246,713,861,273,1075,655,469,320,411,443,582,287
"SPAC14C4.08",13,16,12,0,11,10,41,12,15,9,32,13,33,15,11,23,33,6
"SPAC14C4.09",957,450,836,334,157,155,313,191,351,208,406,456,792,538,660,666,881,603
"SPAC14C4.10c",68,43,52,58,27,89,127,91,116,35,140,112,62,39,51,65,112,50
"SPAC14C4.11",3162,1355,2429,2585,1331,1149,1555,916,1048,867,2947,1781,2318,1636,1476,2143,2314,1717
"SPNCRNA.261",28,13,12,0,15,1,11,10,17,11,38,21,28,7,12,12,29,12
"SPAC14C4.13",321,135,269,283,86,90,254,123,181,120,314,266,294,162,215,216,252,183
"SPAC14C4.14",2944,2300,3509,3898,2196,2015,2956,2832,3192,1465,3732,2832,3168,2607,2892,3165,4171,3397
"SPAC14C4.15c",682,323,429,417,186,132,352,187,176,161,517,338,372,240,228,338,472,262
"SPAPJ760.03c",643,323,636,300,227,211,142,102,125,84,202,219,659,433,574,524,721,521
"SPNCRNA.1064",8,8,7,1,1,4,9,1,2,11,7,5,8,8,8,9,7,3
"SPAC2H10.02c",228,110,160,110,79,71,172,86,138,71,258,131,169,103,83,174,132,112
"SPAC11E3.03",81,63,86,151,15,17,146,34,65,30,152,83,95,59,58,72,64,73
"SPAC11E3.04c",347,162,271,256,199,131,244,203,222,136,374,271,250,168,178,237,286,192
"SPAC11E3.07",2320,1001,1502,1965,948,732,2003,764,920,822,2787,1526,1677,1105,945,1536,1606,940
"SPAC11E3.08c",180,86,121,94,51,66,153,49,71,50,162,104,94,76,81,97,120,63
"SPAC11E3.12",245,118,135,236,55,32,135,39,92,88,257,132,155,103,81,157,186,104
"SPAC11E3.13c",766,609,1032,682,601,758,940,1166,1075,504,1081,967,1233,841,1294,1029,1897,1248
"SPNCRNA.1068",8,5,4,30,6,0,20,5,19,5,13,9,10,6,5,2,6,1
"SPAC11E3.15",16272,6552,10581,18200,8541,6819,14449,7094,7417,4215,14651,8478,11782,8972,6667,12078,10976,7849
"SPNCRNA.1070",32,15,30,35,17,1,19,13,18,12,29,25,20,21,17,32,27,24
"SPAP8A3.05",167,109,147,170,81,95,302,240,281,67,190,149,151,126,162,168,180,197
"SPAP8A3.06",627,246,374,1188,434,347,1017,340,467,245,757,370,370,327,199,512,429,235
"SPNCRNA.525",29,2,10,11,7,9,12,0,0,2,6,7,12,6,7,13,23,4
"SPNCRNA.1073",79,17,52,37,21,22,27,6,29,20,46,47,60,22,25,55,77,22
"SPAP8A3.10",426,200,363,280,152,61,428,128,202,85,387,273,314,228,224,367,374,218
"SPAP8A3.12c",1946,986,1677,1695,996,788,2908,1503,2076,866,3251,1935,1707,1074,1089,1270,1764,1049
"SPAP8A3.13c",434,234,393,252,92,56,291,146,185,112,358,257,360,280,256,375,362,291
"SPAC4D7.01c",2016,931,1498,1231,840,660,1219,801,1031,575,1990,1389,1397,1045,983,1239,1684,1076
"SPNCRNA.1075",0,0,3,0,8,0,13,3,0,7,8,12,9,1,7,2,4,1
"SPAC4D7.04c",1080,452,651,705,405,255,691,313,294,266,945,560,641,515,354,666,571,426
"SPAC4D7.05",8045,3553,5776,8042,4095,3398,6124,2925,3525,1843,6423,4229,5330,3714,3578,4866,5356,3587
"SPAC4D7.06c",250,94,216,261,105,96,254,118,150,92,320,155,182,169,174,173,181,178
"SPNCRNA.1077",47,30,39,51,16,4,41,16,15,24,50,39,47,28,26,34,48,16
"SPAC4D7.07c",293,148,249,250,119,78,293,139,155,65,264,210,166,157,127,154,221,178
"SPAC4D7.08c",6079,2733,4154,3703,2256,1668,2401,1400,1549,1084,3358,2623,2820,2362,2172,3037,3364,2443
"SPSNORNA.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.264",25,2,7,13,1,7,4,5,1,3,13,2,21,12,4,16,19,7
"SPAC4D7.09",1937,950,1452,1745,972,545,1069,641,714,511,1533,970,1327,895,778,1145,1318,933
"SPAC4D7.14",33,19,21,26,3,0,19,18,14,14,29,12,14,21,8,7,44,14
"SPAC3G6.04",153,108,182,264,68,105,80,44,72,60,171,145,112,97,112,143,108,150
"SPAC3G6.06c",219,128,197,99,73,57,189,104,154,57,174,147,137,106,135,114,158,123
"SPAC3G6.07",0,0,0,53,25,6,305,109,135,5,40,16,15,4,1,5,7,1
"SPAC3G6.11",433,214,367,197,114,55,201,131,206,173,532,313,434,248,234,333,365,266
"SPAC3G6.13c",19573,7010,11240,21287,10630,6440,19917,8873,9365,6519,21679,10798,14801,11028,8246,17830,14083,8025
"SPNCRNA.267",0,0,0,29,2,0,9,0,0,6,3,1,0,0,0,1,0,1
"SPAC29B12.02c",1845,815,1451,834,552,332,1060,415,707,598,2061,1317,1216,860,725,1051,1125,811
"SPAC29B12.04",10786,4748,6899,9850,4933,4395,8036,3916,4375,2709,9129,5414,5733,3879,3965,5296,6922,3446
"SPAC29B12.05c",128,51,91,62,40,37,119,39,65,47,100,65,72,67,38,81,104,71
"SPNCRNA.1081",96,41,68,61,21,51,31,41,18,23,58,33,40,30,22,61,44,27
"SPAC29B12.06c",589,276,387,264,151,98,426,246,283,174,696,382,418,270,288,399,438,315
"SPAC29B12.07",981,826,1393,861,599,546,738,603,870,532,1272,1062,1028,885,1059,1213,1374,1286
"SPNCRNA.1082",80,38,67,61,14,51,74,22,36,26,59,46,57,30,32,32,65,43
"SPNCRNA.270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
"SPAC29B12.08",252,175,311,52,53,53,312,139,283,77,232,191,199,253,273,267,271,315
"SPAC29B12.10c",2100,916,1555,583,336,315,2092,749,921,310,1166,759,1235,1024,752,1386,1288,1043
"SPAC29B12.11c",284,115,203,568,167,111,828,288,415,96,358,178,188,116,110,247,193,165
"SPATRNASER.04",428,144,213,649,487,186,624,256,159,247,1230,690,536,242,320,623,537,332
"SPAC29B12.13",83,34,50,39,27,14,156,37,82,59,194,99,114,15,48,60,104,29
"SPNCRNA.271",0,5,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
"SPNCRNA.272",2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
